sample,condition_j,det_x,g_xy,det_transform_error,g_transform_error,sl_error,observer_det_error,observer_norm,observer_norm_transformed,norm_transform_error,norm_identity_error,projector_error,projector_trace_error,weighted_ray_error,euclidean_error,euclidean_min_eigenvalue
813,4.107626738461812,-1.835881049380977,0.5122481937032778,0.0,2.3730841508686314e-17,0.0,2.220738781548434e-16,1.7218805362631988,1.7218805362631993,2.5790941967078556e-16,5.158188393415711e-16,1.5831494521074185e-16,0.0,1.7123191561455427e-16,1.1544273117906344e-16,0.2434495789591799
814,5.290551634431171,2.295681750384787,-7.053667416516202,3.8670461465176583e-17,9.797291586180136e-17,2.482534153247273e-16,4.498833069756574e-16,5.663369522834087,5.663369522834089,4.70485856230511e-16,1.5682861874350366e-16,1.0767530570744271e-16,1.1102230246251565e-16,3.37971581737001e-16,0.0,0.189016206456043
815,16.810056421308577,-2.527542937993303,2.32892843157717,2.6253115582360745e-16,6.92498598211072e-17,2.2247786310271853e-16,2.860041038374306e-16,14.41495789828136,14.414957898281358,1.2323010944152939e-16,2.4646021888305877e-16,7.860144122400242e-17,0.0,1.2747293015640895e-16,2.5062366752949915e-15,0.05948820009505962
816,55.795162737976945,-3.731355487238248,3.2553928902310907,1.3016284909926914e-16,6.445667918043436e-17,2.220446049250313e-16,6.710984725495319e-16,11.53198565745329,11.53198565745329,0.0,6.161495139398357e-16,7.322109672310622e-17,0.0,4.853446969420907e-16,1.1289007973002201e-14,0.017922700659493817
817,25.06320018490487,-2.2946164792911157,0.9976196176293226,5.233690494466513e-33,8.314404277200388e-17,2.2887833992611187e-16,8.961934519723558e-16,5.312606116973737,5.312606116973743,1.1702823060864257e-15,5.015495597513253e-16,2.951060036060757e-16,0.0,4.877147702576821e-16,2.792447453766444e-15,0.03989913469238932
818,8.503392087760773,-3.1210859355400857,0.3269626898259511,1.3885465723189266e-16,2.1246598884064285e-17,2.2887833992611187e-16,2.2887833992611187e-16,10.361335408139384,10.36133540813938,3.4288183316695397e-16,1.7144091658347698e-16,1.1599199724668934e-16,0.0,3.682685865384195e-16,2.7444579693260023e-16,0.11760012824050907
819,8.01146095102604,2.2256440006358242,0.7418870433145272,6.140752197556406e-17,1.9505883723194926e-17,8.326672684688674e-17,1.1102230246251565e-16,6.120109070964727,6.120109070964727,0.0,2.9024921268604764e-16,1.1384695593692383e-16,0.0,1.9917693161401666e-16,4.0526787683359764e-16,0.12482117882281288
820,8.013651539615502,-2.750007905670123,0.021401403474160308,1.5056815513808762e-16,4.125065278399124e-17,4.47545209131181e-16,2.476550272482242e-16,3.8203197327623224,3.820319732762325,6.974639416302874e-16,4.649759610868583e-16,1.2479255356683403e-16,0.0,1.1864186016092975e-16,1.6908855578655494e-15,0.12478705806666285
821,11.179591058368098,-0.9530284459740576,-0.7474130058232805,7.305141687699507e-17,1.0697803880423512e-16,0.0,2.9084231640842377e-16,1.9996191499824463,1.999619149982445,6.662606874723536e-16,5.552172395602946e-16,6.477368616685314e-17,0.0,1.7677959785561e-16,6.496274205806348e-16,0.0894487101342997
822,13.668115566145705,-2.237945156236172,-1.1113517534126538,1.932782347470284e-16,2.3268470749875595e-17,1.570092458683775e-16,1.1322097734007353e-15,2.2719637583313403,2.2719637583313355,2.1501140986238694e-15,3.9092983611343083e-16,6.323667127008065e-17,0.0,2.415236794685923e-16,1.3144610611663905e-15,0.07316297518561374
823,2.570970508733375,-5.013035573645862,1.5426546590626375,7.705963021825939e-17,6.888792774645419e-17,2.7755575615628914e-17,2.252514195935468e-16,1.8946929908289405,1.894692990828941,2.343858408721778e-16,3.5157876130826666e-16,1.4968990876154438e-16,1.1102230246251565e-16,8.101125462997738e-17,6.183835285107379e-16,0.3889581761451879
824,8.50540712440076,-3.975421232516468,-2.633277807016262,2.2421060516104017e-16,2.6972926869080484e-16,2.2887833992611187e-16,1.1188630228279524e-16,1.9637177491119082,1.9637177491119076,3.392207536324164e-16,3.392207536324164e-16,2.9854807307044386e-17,0.0,9.143454264049456e-17,0.0,0.11757226730877475
825,9.798310954367743,-2.9345011873950746,-0.7922975424344787,7.71604308533988e-17,2.901269534086226e-17,1.1102230246251565e-16,1.2412670766236366e-16,2.639344426203585,2.6393444262035852,1.682573920406582e-16,0.0,7.86786602296805e-17,0.0,1.9348684764958688e-16,4.111684541039688e-15,0.10205840625564555
826,30.584686017125193,1.1157414857778314,1.3868217225166402,2.8268406505636704e-17,0.0,0.0,6.106226635438361e-16,11.046415326219353,11.046415326219373,1.7688928631013472e-15,1.608084421001225e-16,1.5401190150353532e-16,0.0,1.6777408864498574e-16,3.596017931248955e-15,0.032696101553573886
827,5.841677500097401,-1.6842301601211558,2.87210975656767,2.341821732792447e-16,1.0275710039652105e-16,3.3766115072321297e-16,5.5511151231257815e-17,7.509431339113178,7.509431339113176,2.365501140077044e-16,4.731002280154088e-16,1.6838566269774973e-16,0.0,2.1466964704305164e-16,5.145644356901262e-16,0.1711837053625999
828,51.565112267036156,-2.5394684675297103,1.2082669845359046,1.0548120509872796e-16,3.930705276688099e-17,5.551115123125783e-17,2.4979090443619495e-16,5.711168738543211,5.7111687385432175,1.0886123703441399e-15,3.110321058126114e-16,1.1752752986280854e-16,1.1102230246251565e-16,5.029388001939729e-17,6.546738338209329e-16,0.019392956905071673
829,28.995986286422802,-0.6102449899636759,-0.6234902092615372,1.4573874015011627e-16,4.2073786794376796e-17,4.47545209131181e-16,4.577566798522237e-16,23.49080587656817,23.49080587656813,1.8148617109867456e-15,3.024769518311243e-16,5.813392614998565e-17,0.0,2.689554755533713e-16,6.442566654527266e-16,0.03448753183016324
830,8.57330729452214,-0.8883259204023672,-0.4128794501833397,7.952263591304155e-17,0.0,0.0,3.331898425685875e-16,8.252720244969167,8.252720244969169,2.1524500851499386e-16,2.1524500851499386e-16,3.4844227997412336e-17,0.0,2.2386966719415393e-16,9.992007221626409e-16,0.11664110076154197
831,5.812191058886266,-5.5678815062544675,-0.08151272558111616,2.5792727512314353e-16,7.324282718679343e-17,5.551115123125783e-17,6.75322301446426e-16,0.9561775650046421,0.9561775650046425,3.3306690738754696e-16,7.771561172376096e-16,4.081280197695164e-16,1.1102230246251565e-16,1.7811480297739954e-16,8.226071391018673e-16,0.17205215552422407
832,14.18201943674023,-3.4959026723991524,-3.172621567163314,1.0113860994663581e-16,1.1498860609454032e-16,2.4377648747674303e-16,2.2752050847771574e-16,4.476070532010344,4.476070532010334,2.38113786638983e-15,1.9842815553248583e-16,6.745590559718532e-17,1.1102230246251565e-16,8.083011167801853e-17,2.1873009959744184e-15,0.07051181987590169
833,17.196048203531163,-3.148451062869692,-1.8300866659723505,1.3599638836067284e-16,0.0,1.1857187100668868e-16,2.347201906132764e-16,1.3677864806492024,1.3677864806492035,8.116932286815727e-16,1.6233864573631454e-15,1.4896611765042197e-17,0.0,8.873851495540345e-17,1.447942094889824e-15,0.05815289583769821
834,10.854096237635803,-1.0319957736617833,-0.52453352295354,3.3971166219769884e-16,1.6821005377438844e-16,2.371437420133774e-16,1.140715129224235e-16,1.5316015017064497,1.5316015017064506,5.799017686457946e-16,4.34926326484346e-16,5.979492391189968e-17,0.0,1.1018880737558171e-16,5.027376968115523e-15,0.09213111604193755
835,21.291165110392086,-2.398437260782917,-0.5254623078765788,1.7917881583775552e-16,0.0,3.3306690738754696e-16,2.443771085848447e-16,2.8482293674194095,2.8482293674194037,2.0269293597241043e-15,3.1183528611140065e-16,1.3993477680925556e-16,0.0,1.770876572714467e-16,2.0426966383193595e-16,0.046967838294198365
836,26.662127304607864,2.4996060057305045,0.34417547961320727,6.708096717494315e-17,2.6372269596203854e-16,1.2412670766236366e-16,2.88711357575485e-15,5.381787752176082,5.381787752176071,2.1454431106899313e-15,9.902045126261223e-16,8.96434961651683e-17,0.0,4.719825850666474e-16,6.2557682634911e-16,0.03750638456471414
837,28.607016823909547,-2.169190890844885,-1.5982720890833642,1.1533013378755465e-16,9.752751098722534e-17,2.2247786310271853e-16,1.144391699630559e-15,18.425090800785693,18.42509080078566,1.7353739775242268e-15,5.784579925080756e-16,1.380543031195013e-16,0.0,1.4187013665208881e-16,3.824903035518524e-15,0.03495645862535994
838,2.282525197475161,-1.6048313899070377,-0.4794393490496377,1.3731839707584541e-16,1.4676265383501146e-16,4.440892098500626e-16,1.1108060060087204e-16,2.1311234124518155,2.1311234124518164,4.1676536164477377e-16,2.0838268082238688e-16,2.8013223051741655e-16,0.0,2.1118268679833485e-16,1.1795634785011014e-16,0.4381112642726399
839,3.25126333311241,-2.383529621694064,-0.05558755416160821,1.0568784771207203e-16,0.0,5.551115123125783e-17,1.1368623650627327e-16,8.208178436093906,8.208178436093899,8.656521557031745e-16,0.0,1.6289266167360552e-16,0.0,3.383133044305667e-16,6.794188600828505e-16,0.30757274866527307
840,1.8701530599428102,-0.899049676891749,1.22044810632379,1.117305748790252e-17,0.0,5.551115123125783e-16,4.442184004776972e-16,4.9198030804803725,4.9198030804803725,0.0,7.22125178728416e-16,5.836809528126564e-17,0.0,7.598418748040572e-17,1.4432899320127035e-15,0.534715591690972
841,1.9841178391908514,-2.096134058382257,-1.7511453281945253,8.145018779682602e-17,2.9363991538526154e-17,1.2412670766236366e-16,3.331226867171228e-16,5.11452107987028,5.114521079870282,3.4731635898259007e-16,5.209745384738851e-16,9.197626637235156e-17,0.0,1.2969723195952933e-16,1.0435239849182512e-15,0.5040023229708034
842,2.4112180135438153,-0.2852613405071584,-0.516802850359725,1.7335036975159347e-16,2.7390349013310038e-17,4.577566798522237e-16,4.45600303924449e-16,3.024198914405355,3.024198914405355,0.0,4.405357145008268e-16,2.889472444996297e-17,0.0,5.520641298193791e-17,6.605789958507995e-16,0.4147281558046595
843,4.832411903911992,-10.119356035148607,-3.797848221191,2.6244021083748707e-16,1.6948502516335421e-16,2.2591401799415137e-16,1.1838810983097915e-18,5.3434848055334525,5.343484805533452,1.662170759389773e-16,4.986512278169319e-16,1.2052186316711111e-16,0.0,9.66268082929853e-17,1.2455228479048993e-15,0.2069360021215224
844,24.443529944750548,-1.3035468235921466,-0.9612346323733172,2.2793041394594266e-16,2.3885387505958367e-16,2.2247786310271853e-16,6.684427777288335e-16,2.5457645341278607,2.54576453412786,3.48884748684898e-16,6.97769497369796e-16,1.1855610518558952e-16,0.0,4.2515691213585303e-17,1.6045566795251053e-15,0.04091062143071138
845,3.8539957673165937,-1.157199026851167,-0.9638830959138082,3.675566021480041e-16,1.880900418833663e-16,2.237726045655905e-16,5.608819709042565e-18,1.5990921125753297,1.5990921125753303,4.16570008404512e-16,8.33140016809024e-16,1.3677252052025065e-16,0.0,1.1441030825486461e-16,7.387441403174616e-16,0.2594709647790472
846,9.48311386277043,1.9381256520477625,0.7621674551073248,8.552582509382924e-17,3.104172890038298e-17,1.2412670766236366e-16,2.220446049250313e-16,10.317929098867598,10.317929098867598,0.0,3.443242965480752e-16,5.314031898803622e-17,0.0,1.5964984109546175e-16,1.059593733662607e-15,0.10545059507572484
847,2.956699994319742,-0.2488209340303968,-0.9236865152912213,2.3927991800479862e-17,0.0,5.551115123125782e-17,3.360609231393009e-16,2.3106797302788875,2.310679730278887,1.9218985826151825e-16,1.9218985826151825e-16,1.246637754199567e-16,0.0,2.4147821690935633e-16,1.887379141862766e-15,0.3382149023983315
848,11.084710844668853,-7.540424701468754,2.798399369320369,5.562577374348597e-17,5.905340945312284e-17,1.1102230246251565e-16,2.775557561562892e-16,0.8120031849659897,0.8120031849659892,4.440892098500626e-16,2.220446049250313e-16,1.6596047807401471e-16,0.0,1.040265085116407e-16,8.06754849513155e-16,0.09021435146239629
849,3.546589296543868,-0.8928926063395478,1.2203618439206276,1.523764016339222e-16,9.20470228542868e-17,2.2887833992611187e-16,2.2363501326336766e-16,3.685280364524756,3.6852803645247554,1.2050350744680215e-16,2.410070148936043e-16,1.572205939563246e-16,0.0,2.155968226807594e-16,4.2187181953929444e-16,0.2819610381654559
850,7.239579839795145,-0.8921066141524452,0.08629348162752802,1.8320594443705743e-16,2.390417316610184e-17,5.551115123125783e-17,4.577566798522237e-16,4.23891208509839,4.238912085098389,2.0952980431522908e-16,4.1905960863045816e-16,2.4715933429288106e-17,0.0,1.5172502248146245e-16,9.717633187760443e-16,0.1381295630587724
851,68.42594400476558,-3.487450459894036,-1.29385156608613,8.668573228197668e-17,0.0,1.1102230246251565e-16,6.866350197783356e-16,10.972263907342914,10.972263907342942,2.5903231703516983e-15,1.6189519814698115e-16,1.268525737495933e-16,0.0,1.0074765273837538e-16,1.9359510077059898e-15,0.014614339846459618
852,5.942811569693585,-1.2770574645068256,-1.9207237448083232,1.8380639358247742e-17,1.2208834730787584e-16,1.3877787807814457e-17,1.1102230246251565e-16,9.073109171424555,9.073109171424553,1.957825929169711e-16,0.0,1.165431209648903e-16,0.0,2.684139488764658e-16,2.7884798079686617e-16,0.16827052116201635
853,8.84090721170536,-2.334533724757084,-3.0133231364776534,2.1004962737504046e-16,3.396241227051891e-16,5.558049685633555e-16,1.0177193546537633e-17,2.413802378867806,2.413802378867806,0.0,3.679582170752211e-16,5.844293093248508e-17,0.0,2.8975874903088184e-16,1.496116981412138e-15,0.11311056388828492
854,6.537062641594405,-0.8485232436502438,-0.8354075391850238,1.0593589742793584e-16,1.324547078874113e-16,2.2887833992611187e-16,3.3339676487076525e-16,3.36715215212545,3.36715215212545,0.0,3.956660018197335e-16,6.790062282030859e-17,0.0,1.2844341657969887e-16,2.1372130885600816e-15,0.15297390507429864
855,3.6775527024393853,1.4307173768815566,3.2585682497864434,3.391460867265763e-17,1.7077697882013842e-16,1.5700924586837752e-16,1.1116438173410855e-16,1.7987918431998997,1.7987918431999002,2.468819344099677e-16,4.937638688199354e-16,1.2767162757695002e-16,0.0,1.9217611668583538e-16,3.9928081202965273e-16,0.2719199644200019
856,13.164015638973403,-2.201404324224721,-0.24227398403982803,2.0886017574072475e-17,2.857723202531189e-17,1.2412670766236366e-16,2.2887833992611187e-16,2.765159912693824,2.7651599126938233,3.212032749436397e-16,3.212032749436397e-16,6.879713229634505e-17,0.0,1.7932971930201087e-16,2.05270382122196e-15,0.07596466210807193
857,9.282238450590024,2.2236305772342497,-2.7648647914444044,1.5332043967929066e-16,2.671426614749529e-16,4.47545209131181e-16,2.220446049250313e-16,11.480076982225718,11.480076982225716,1.5473387871444887e-16,6.189355148577955e-16,1.1119748843207522e-16,0.0,1.4796306582009492e-16,7.356892926306659e-16,0.10773263424798453
858,5.538796266766897,-0.2967071155779733,0.6455708164066609,3.412070783107901e-17,5.003129081390656e-17,5.551115123125783e-17,1.440398233646524e-17,2.823941312908481,2.823941312908482,3.1451730800501576e-16,1.5725865400250788e-16,4.474684860176674e-18,0.0,1.7812599845219106e-16,1.1102230246251565e-16,0.1805446439689536
859,11.092907633742994,-5.069044542766532,0.41880450099300304,1.217527616079877e-16,3.223449628632231e-17,3.5108334685767007e-16,1.1102230246251565e-16,0.5901162750819867,0.5901162750819868,1.1102230246251565e-16,3.3306690738754696e-16,7.003147435618021e-17,1.1102230246251565e-16,2.416370738886457e-16,2.0926635054986265e-15,0.0901476901293323
860,19.03962262186323,-0.7907259524956989,-0.30779002339367073,4.9132261019153275e-17,4.767969563847618e-17,2.220446049250313e-16,1.2412670766236368e-15,1.2803712357002035,1.2803712357002037,1.7342205036619756e-16,1.3873764029295804e-15,1.3889187451345294e-16,1.1102230246251565e-16,1.1345382052048054e-16,2.042414487385543e-15,0.052522049405104805
861,16.027860689357873,-0.6933290274845397,0.413778938749513,4.287531475066654e-17,0.0,2.482534153247273e-16,8.881784197001252e-16,20.150404779368234,20.150404779368223,5.289293765112972e-16,5.289293765112972e-16,6.525310782557928e-17,0.0,7.961529242952521e-17,1.2050138651965616e-15,0.062391358359133564
862,6.4463101975156,-1.8999599925892596,-2.2652227167137085,3.9471513014359934e-19,5.4543380045884695e-17,2.482534153247273e-16,7.819197092806407e-17,5.0754407143520375,5.075440714352036,3.499906588165184e-16,0.0,2.3347160709027808e-17,0.0,5.199300898436837e-17,7.87172814758536e-16,0.155127502301301
863,84.69136531145708,0.2505910550750108,0.5671476214802673,2.1106775602768042e-17,8.192582782368146e-17,0.0,4.897895812212361e-15,23.779699955843988,23.779699955843974,5.976044584914794e-16,4.4820334386860955e-15,8.379469845685127e-17,0.0,4.866460639232144e-16,9.026641496473957e-15,0.011807579159030785
864,20.199122303285055,-1.7282327354940419,-0.6821646680993678,9.680236138059039e-17,2.487401580945859e-16,2.2887833992611187e-16,2.2887833992611187e-16,26.743807993238292,26.743807993238324,1.1955822864600541e-15,2.656849525466787e-16,9.116464919661434e-17,0.0,1.3029058493940608e-16,1.5521320044046753e-15,0.04950710159507017
865,2.955954731288104,-8.248275635135116,-6.01552126678269,2.1941422686882243e-16,1.9227649507220003e-16,2.950458159105176e-16,2.634798663309305e-18,4.359959859326091,4.359959859326092,2.0371252221514923e-16,0.0,3.4013231378550253e-17,0.0,1.7774833987550297e-16,7.697886669663854e-16,0.3383001740233804
866,2.2782291940921184,-1.6285627596040138,4.272353567866518,1.595215641289786e-16,2.0489165239359362e-16,2.2887833992611187e-16,2.2220688557612907e-16,4.738746912619512,4.738746912619511,1.874289629891107e-16,0.0,5.465420794886187e-17,0.0,1.6702176057769655e-16,8.7350189628136e-16,0.43893740041308854
867,13.026928868860097,-2.8285793935012724,-0.5355621724708981,1.2488666806799588e-16,3.618673308049697e-16,6.938893903907228e-17,9.529772347598576e-17,1.3197745107730376,1.3197745107730363,1.0094661009704093e-15,5.047330504852046e-16,3.898608609676865e-17,0.0,1.1943474973578744e-16,3.2699461337531763e-15,0.07676406389155906
868,1.9731641672582112,6.3401879329315625,-4.038215487373505,2.1823006013359013e-17,1.4440009233565241e-16,2.0014830212433605e-16,7.31596104361901e-17,6.262168140263704,6.262168140263704,0.0,1.418324132802227e-16,2.2224020404938287e-16,2.220446049250313e-16,2.316696753165829e-16,4.443846016487032e-16,0.506800202737079
